full_name,course_name,present_days,total_days
"Aditi Iyer","Mechanical Vibrations",0,1
"Deepak Agarwal","Mechanical Vibrations",1,1
"Priya Joshi","Mechanical Vibrations",2,2
"Mohit Agarwal","Mechanical Vibrations",1,1
"Aditi Choudhary","Mechanical Vibrations",1,1
"Nikhil Menon","Mechanical Vibrations",1,1
"Arjun Nair","Mechanical Vibrations",1,1
"Ritika Kapoor","Mechanical Vibrations",0,1
"Arjun Jain","Mechanical Vibrations",2,2
"Om Joshi","Mechanical Vibrations",1,1
"Pooja Gupta","Mechanical Vibrations",2,2
"Tanmay Sinha","Mechanical Vibrations",2,2
"Kavya Choudhary","Mechanical Vibrations",1,1
"Sai Gupta","Mechanical Vibrations",1,1
"Rohan Sinha","Mechanical Vibrations",1,1
"Harsh Joshi","Mechanical Vibrations",1,1
"Rahul Khanna","Mechanical Vibrations",1,2
"Neha Rao","Mechanical Vibrations",1,1
"Kavya Rao","Mechanical Vibrations",1,1
"Priya Mehta","Mechanical Vibrations",1,1
"Vivaan Dubey","Mechanical Vibrations",0,1
"Neha Agarwal","Mechanical Vibrations",0,1
"Pooja Pandey","Mechanical Vibrations",1,1
"Harsh Verma","Mechanical Vibrations",1,1
"Om Rao","Mechanical Vibrations",1,1
"Varun Jain","Mechanical Vibrations",1,1
"Deepak Menon","Mechanical Vibrations",1,1
"Varun Bansal","Mechanical Vibrations",3,3
"Priya Iyer","Mechanical Vibrations",1,1
"Ishaan Joshi","Mechanical Vibrations",1,1
"Deepak Iyer","Mechanical Vibrations",2,2
"Yash Khanna","Mechanical Vibrations",3,3
"Meera Das","Mechanical Vibrations",0,1
"Kunal Iyer","Mechanical Vibrations",1,1
"Diya Verma","Mechanical Vibrations",1,1
"Pooja Menon","Mechanical Vibrations",0,1
"Kavya Kapoor","Mechanical Vibrations",0,1
"Sneha Sharma","Mechanical Vibrations",3,3
"Ananya Joshi","Mechanical Vibrations",1,1
"Dev Ghosh","Mechanical Vibrations",2,2
"Varun Pandey","Mechanical Vibrations",1,1
"Sai Thakur","Mechanical Vibrations",1,1
"Mohit Rao","Mechanical Vibrations",2,2
"Rahul Nair","Mechanical Vibrations",1,1
"Ritesh Patel","Mechanical Vibrations",1,1
"Dev Sharma","Mechanical Vibrations",2,2
"Rohan Bansal","Mechanical Vibrations",2,2
"Om Choudhary","Mechanical Vibrations",1,1
"Rohan Gupta","Mechanical Vibrations",2,2
"Kunal Thakur","Mechanical Vibrations",2,2
"Nikhil Nair","Mechanical Vibrations",0,1
"Aditi Reddy","Mechanical Vibrations",1,1
"Harsh Khanna","Mechanical Vibrations",1,1
"Aarav Pandey","Mechanical Vibrations",0,1
"Aarav Kapoor","Mechanical Vibrations",2,2
"Aditi Menon","Mechanical Vibrations",2,2
"Priya Gupta","Mechanical Vibrations",0,1
"Dev Nair","Mechanical Vibrations",0,1
"Siddharth Verma","Mechanical Vibrations",1,1
"Om Sinha","Mechanical Vibrations",0,1
"Meera Rao","Mechanical Vibrations",1,1
"Ritika Sharma","Mechanical Vibrations",1,2
"Diya Agarwal","Mechanical Vibrations",2,2
"Diya Gupta","Mechanical Vibrations",1,1
"Tanmay Reddy","Mechanical Vibrations",2,2
"Pooja Patel","Mechanical Vibrations",0,1
"Harsh Gupta","Mechanical Vibrations",0,1
"Rohan Reddy","Mechanical Vibrations",1,1
"Varun Sinha","Mechanical Vibrations",1,1
"Sai Agarwal","Mechanical Vibrations",1,1
"Harsh Reddy","Mechanical Vibrations",1,3
"Neha Patel","Mechanical Vibrations",0,1
"Meera Patel","Mechanical Vibrations",1,1
"Deepak Reddy","Mechanical Vibrations",1,1
"Ananya Khanna","Mechanical Vibrations",1,1
"Sneha Choudhary","Mechanical Vibrations",1,2
"Tanmay Das","Mechanical Vibrations",1,1
"Kavya Das","Mechanical Vibrations",1,1
"Harsh Thakur","Mechanical Vibrations",1,1
"Nikhil Das","Mechanical Vibrations",0,1
"Vivaan Sharma","Mechanical Vibrations",1,1
"Ritika Khanna","Mechanical Vibrations",1,1
"Vivaan Iyer","Mechanical Vibrations",0,1
"Pooja Sharma","Mechanical Vibrations",0,1
"Aditya Agarwal","Mechanical Vibrations",1,1
"Krishna Agarwal","Mechanical Vibrations",1,1
"Rahul Gupta","Mechanical Vibrations",1,1
"Krishna Ghosh","Mechanical Vibrations",1,1
"Manav Iyer","Mechanical Vibrations",1,1
"Pooja Agarwal","Mechanical Vibrations",1,1
"Aman Nair","Mechanical Vibrations",1,1
"Krishna Joshi","Mechanical Vibrations",0,1
"Sai Rao","Mechanical Vibrations",1,1
"Mohit Nair","Mechanical Vibrations",2,2
"Rahul Pandey","Mechanical Vibrations",1,1
"Aman Gupta","Mechanical Vibrations",1,1
"Harsh Pandey","Mechanical Vibrations",1,1
"Arjun Patel","Mechanical Vibrations",0,1
"Neha Dubey","Mechanical Vibrations",0,1
"Varun Gupta","Mechanical Vibrations",0,1
"Krishna Menon","Mechanical Vibrations",1,1
"Ananya Bansal","Mechanical Vibrations",1,1
"Aditi Verma","Mechanical Vibrations",1,1
"Aditya Sinha","Mechanical Vibrations",1,1
"Aarav Bansal","Mechanical Vibrations",2,2
"Yash Kapoor","Mechanical Vibrations",1,1
"Varun Verma","Mechanical Vibrations",1,1
"Nikhil Joshi","Mechanical Vibrations",1,1
"Aditi Mehta","Mechanical Vibrations",1,1
"Siddharth Kapoor","Mechanical Vibrations",1,1
"Krishna Gupta","Mechanical Vibrations",0,1
"Sai Ghosh","Mechanical Vibrations",1,1
"Mohit Sharma","Mechanical Vibrations",0,1
"Vivaan Mehta","Mechanical Vibrations",0,1
"Rohan Khanna","Mechanical Vibrations",1,1
"Pooja Kapoor","Mechanical Vibrations",0,1
"Sai Kapoor","Mechanical Vibrations",0,1
"Arjun Joshi","Optical Communication",1,1
"Pooja Sharma","Optical Communication",2,2
"Diya Kapoor","Optical Communication",1,1
"Varun Iyer","Optical Communication",1,1
"Aditya Ghosh","Optical Communication",1,1
"Deepak Mehta","Optical Communication",1,1
"Ananya Nair","Optical Communication",1,1
"Varun Jain","Optical Communication",0,1
"Deepak Patel","Optical Communication",1,1
"Priya Joshi","Optical Communication",1,1
"Pooja Gupta","Optical Communication",1,2
"Pooja Mehta","Optical Communication",1,1
"Kavya Patel","Optical Communication",2,3
"Nikhil Pandey","Optical Communication",1,1
"Vivaan Ghosh","Optical Communication",1,1
"Aditya Choudhary","Optical Communication",1,1
"Pooja Rao","Optical Communication",1,1
"Mohit Gupta","Optical Communication",0,1
"Aditya Agarwal","Optical Communication",1,1
"Ritika Menon","Optical Communication",1,1
"Harsh Patel","Optical Communication",1,2
"Sai Menon","Optical Communication",1,1
"Mohit Mehta","Optical Communication",1,2
"Sai Choudhary","Optical Communication",0,1
"Vivaan Mehta","Optical Communication",1,1
"Rahul Verma","Optical Communication",2,2
"Diya Mehta","Optical Communication",1,1
"Sneha Menon","Optical Communication",0,1
"Tanmay Sinha","Optical Communication",1,2
"Aditi Patel","Optical Communication",1,1
"Ritika Choudhary","Optical Communication",1,1
"Krishna Choudhary","Optical Communication",1,1
"Kavya Thakur","Optical Communication",1,1
"Aman Khanna","Optical Communication",1,1
"Aman Mehta","Optical Communication",1,1
"Varun Reddy","Optical Communication",1,1
"Manav Menon","Optical Communication",1,1
"Diya Sharma","Optical Communication",1,1
"Harsh Sharma","Optical Communication",1,1
"Siddharth Bansal","Optical Communication",1,2
"Nikhil Iyer","Optical Communication",1,1
"Tanmay Patel","Optical Communication",0,1
"Aarav Menon","Optical Communication",0,1
"Ananya Ghosh","Optical Communication",1,1
"Arjun Kapoor","Optical Communication",2,2
"Vivaan Choudhary","Optical Communication",1,1
"Ritesh Bansal","Optical Communication",1,1
"Priya Mehta","Optical Communication",1,2
"Rahul Rao","Optical Communication",1,1
"Meera Patel","Optical Communication",2,2
"Nikhil Menon","Optical Communication",1,1
"Vivaan Thakur","Optical Communication",1,1
"Rohan Sinha","Optical Communication",0,1
"Ritika Pandey","Optical Communication",0,1
"Sneha Gupta","Optical Communication",2,2
"Om Dubey","Optical Communication",1,2
"Aarav Kapoor","Optical Communication",1,1
"Sneha Jain","Optical Communication",1,1
"Aarav Choudhary","Optical Communication",2,2
"Neha Sinha","Optical Communication",0,2
"Aarav Gupta","Optical Communication",1,1
"Ritika Thakur","Optical Communication",1,1
"Ishaan Sinha","Optical Communication",1,1
"Sai Pandey","Optical Communication",1,2
"Yash Verma","Optical Communication",1,1
"Yash Nair","Optical Communication",0,2
"Dev Menon","Optical Communication",0,1
"Yash Das","Optical Communication",0,1
"Priya Choudhary","Optical Communication",1,1
"Ishaan Menon","Optical Communication",1,1
"Krishna Jain","Optical Communication",1,1
"Sneha Mehta","Optical Communication",2,2
"Rohan Dubey","Optical Communication",0,1
"Ritesh Jain","Optical Communication",2,2
"Ritesh Reddy","Optical Communication",1,1
"Priya Ghosh","Optical Communication",1,1
"Aditi Reddy","Optical Communication",1,1
"Ritika Jain","Optical Communication",1,1
"Sai Thakur","Optical Communication",1,1
"Sai Jain","Optical Communication",1,1
"Ananya Menon","Optical Communication",1,1
"Ishaan Jain","Optical Communication",1,1
"Nikhil Gupta","Optical Communication",0,1
"Rahul Choudhary","Optical Communication",1,1
"Varun Verma","Optical Communication",1,1
"Aman Agarwal","Optical Communication",1,1
"Aditya Thakur","Optical Communication",1,1
"Mohit Reddy","Optical Communication",2,2
"Krishna Patel","Optical Communication",1,2
"Pooja Bansal","Optical Communication",1,1
"Harsh Agarwal","Optical Communication",1,1
"Krishna Sharma","Optical Communication",1,1
"Om Gupta","Optical Communication",1,1
"Aarav Bansal","Optical Communication",1,1
"Diya Khanna","Optical Communication",2,3
"Harsh Bansal","Optical Communication",1,1
"Ritika Reddy","Optical Communication",1,1
"Kunal Gupta","Optical Communication",1,2
"Dev Kapoor","Optical Communication",1,1
"Aditi Pandey","Optical Communication",2,2
"Aarav Mehta","Optical Communication",1,1
"Yash Patel","Optical Communication",1,1
"Arjun Iyer","Optical Communication",1,1
"Yash Joshi","Optical Communication",0,1
"Dev Thakur","Optical Communication",0,1
"Pooja Ghosh","Optical Communication",1,1
"Ananya Jain","Optical Communication",1,1
"Arjun Verma","Optical Communication",1,1
"Aditi Joshi","Optical Communication",1,1
"Aman Das","Optical Communication",0,1
"Harsh Gupta","Optical Communication",1,1
"Ananya Rao","Optical Communication",1,1
"Kunal Kapoor","Optical Communication",1,1
"Siddharth Agarwal","Optical Communication",1,1
"Mohit Das","Optical Communication",1,1
"Krishna Agarwal","Optical Communication",1,1
"Aman Thakur","Optical Communication",1,1
"Mohit Agarwal","Optical Communication",1,1
"Manav Nair","Optical Communication",1,1
"Neha Kapoor","Optical Communication",1,1
"Siddharth Jain","Optical Communication",0,1
"Manav Sharma","Optical Communication",1,1
"Om Agarwal","Optical Communication",0,1
"Ritesh Reddy","Cloud Architecture",1,1
"Sai Khanna","Cloud Architecture",1,1
"Harsh Joshi","Cloud Architecture",0,1
"Ritesh Iyer","Cloud Architecture",1,1
"Aarav Jain","Cloud Architecture",1,1
"Ritika Sharma","Cloud Architecture",2,2
"Ritesh Kapoor","Cloud Architecture",1,1
"Harsh Dubey","Cloud Architecture",2,2
"Ritesh Pandey","Cloud Architecture",0,1
"Varun Sharma","Cloud Architecture",0,1
"Aditya Ghosh","Cloud Architecture",2,2
"Neha Das","Cloud Architecture",2,2
"Aditi Dubey","Cloud Architecture",2,2
"Neha Ghosh","Cloud Architecture",3,3
"Sneha Mehta","Cloud Architecture",1,2
"Om Sinha","Cloud Architecture",1,1
"Mohit Gupta","Cloud Architecture",1,1
"Nikhil Joshi","Cloud Architecture",0,1
"Yash Reddy","Cloud Architecture",1,1
"Tanmay Thakur","Cloud Architecture",2,2
"Ritesh Khanna","Cloud Architecture",1,1
"Krishna Verma","Cloud Architecture",1,1
"Rahul Nair","Cloud Architecture",1,1
"Dev Das","Cloud Architecture",2,2
"Ritesh Jain","Cloud Architecture",2,2
"Mohit Das","Cloud Architecture",1,2
"Deepak Choudhary","Cloud Architecture",1,1
"Rohan Ghosh","Cloud Architecture",1,1
"Siddharth Rao","Cloud Architecture",1,1
"Rahul Joshi","Cloud Architecture",0,1
"Rohan Thakur","Cloud Architecture",1,1
"Arjun Iyer","Cloud Architecture",0,1
"Rohan Bansal","Cloud Architecture",1,1
"Siddharth Menon","Cloud Architecture",1,1
"Aditi Joshi","Cloud Architecture",1,1
"Tanmay Sinha","Cloud Architecture",1,1
"Vivaan Pandey","Cloud Architecture",0,1
"Harsh Mehta","Cloud Architecture",0,1
"Aditya Gupta","Cloud Architecture",1,1
"Tanmay Pandey","Cloud Architecture",1,1
"Pooja Gupta","Cloud Architecture",1,1
"Ananya Mehta","Cloud Architecture",1,1
"Siddharth Joshi","Cloud Architecture",1,1
"Aarav Rao","Cloud Architecture",1,1
"Vivaan Das","Cloud Architecture",1,1
"Pooja Jain","Cloud Architecture",0,1
"Kavya Dubey","Cloud Architecture",0,2
"Deepak Menon","Cloud Architecture",1,1
"Ritika Dubey","Cloud Architecture",1,1
"Sai Choudhary","Cloud Architecture",1,1
"Kunal Reddy","Cloud Architecture",1,1
"Aarav Pandey","Cloud Architecture",0,1
"Nikhil Das","Cloud Architecture",1,1
"Kunal Iyer","Cloud Architecture",1,1
"Yash Rao","Cloud Architecture",1,1
"Kunal Rao","Cloud Architecture",2,2
"Ritika Joshi","Cloud Architecture",0,1
"Kunal Khanna","Cloud Architecture",2,2
"Vivaan Sinha","Cloud Architecture",1,1
"Yash Verma","Cloud Architecture",1,1
"Arjun Gupta","Cloud Architecture",1,1
"Mohit Dubey","Cloud Architecture",1,1
"Tanmay Nair","Cloud Architecture",1,1
"Aarav Thakur","Cloud Architecture",1,1
"Aditya Jain","Cloud Architecture",1,1
"Neha Verma","Cloud Architecture",1,1
"Kunal Patel","Cloud Architecture",1,1
"Nikhil Mehta","Cloud Architecture",1,1
"Diya Rao","Cloud Architecture",1,1
"Rohan Pandey","Cloud Architecture",1,2
"Aditya Pandey","Cloud Architecture",1,1
"Dev Gupta","Cloud Architecture",1,1
"Siddharth Reddy","Cloud Architecture",1,1
"Manav Joshi","Cloud Architecture",0,1
"Siddharth Jain","Cloud Architecture",1,1
"Rohan Patel","Cloud Architecture",1,1
"Ananya Thakur","Cloud Architecture",1,1
"Aman Sharma","Cloud Architecture",1,1
"Diya Ghosh","Cloud Architecture",1,1
"Ananya Jain","Cloud Architecture",1,1
"Ritika Verma","Cloud Architecture",0,1
"Meera Nair","Cloud Architecture",1,1
"Diya Agarwal","Cloud Architecture",1,1
"Ananya Menon","Cloud Architecture",0,1
"Aditya Joshi","Cloud Architecture",2,2
"Kunal Mehta","Cloud Architecture",1,1
"Ananya Khanna","Cloud Architecture",1,1
"Aman Khanna","Cloud Architecture",1,1
"Harsh Choudhary","Cloud Architecture",0,1
"Ishaan Reddy","Cloud Architecture",1,1
"Aman Ghosh","Cloud Architecture",0,1
"Dev Mehta","Cloud Architecture",0,1
"Varun Patel","Cloud Architecture",0,1
"Rahul Bansal","Cloud Architecture",2,2
"Nikhil Kapoor","Cloud Architecture",1,1
"Sai Mehta","Cloud Architecture",1,1
"Kunal Verma","Cloud Architecture",1,1
"Ritesh Agarwal","Cloud Architecture",1,1
"Manav Nair","Cloud Architecture",1,1
"Vivaan Ghosh","Cloud Architecture",0,1
"Om Jain","Cloud Architecture",1,1
"Tanmay Gupta","Cloud Architecture",1,1
"Om Dubey","Cloud Architecture",1,1
"Aditya Dubey","Cloud Architecture",0,1
"Mohit Reddy","Cloud Architecture",1,1
"Sneha Iyer","Cloud Architecture",1,1
"Kunal Das","Cloud Architecture",1,1
"Krishna Patel","Cloud Architecture",1,1
"Ishaan Khanna","Cloud Architecture",0,1
"Krishna Nair","Cloud Architecture",1,1
"Meera Mehta","Cloud Architecture",1,1
"Pooja Patel","Cloud Architecture",1,1
"Ishaan Pandey","Cloud Architecture",1,1
"Ritesh Verma","Cloud Architecture",1,1
"Ishaan Menon","Cloud Architecture",2,2
"Yash Dubey","Cloud Architecture",1,1
"Krishna Khanna","Cloud Architecture",1,1
"Arjun Khanna","Cloud Architecture",0,1
"Harsh Gupta","Cloud Architecture",1,1
"Aditya Iyer","Electrical Design",1,1
"Arjun Jain","Electrical Design",1,1
"Varun Verma","Electrical Design",2,2
"Rohan Choudhary","Electrical Design",1,1
"Arjun Bansal","Electrical Design",3,3
"Om Nair","Electrical Design",1,3
"Harsh Nair","Electrical Design",2,2
"Rohan Reddy","Electrical Design",1,1
"Deepak Iyer","Electrical Design",1,1
"Om Das","Electrical Design",1,1
"Arjun Kapoor","Electrical Design",1,1
"Pooja Pandey","Electrical Design",2,2
"Aman Dubey","Electrical Design",2,2
"Ritika Iyer","Electrical Design",1,1
"Tanmay Agarwal","Electrical Design",2,3
"Rohan Agarwal","Electrical Design",1,1
"Ishaan Choudhary","Electrical Design",1,1
"Mohit Iyer","Electrical Design",1,1
"Ananya Das","Electrical Design",1,1
"Om Kapoor","Electrical Design",0,1
"Aarav Gupta","Electrical Design",2,2
"Rohan Khanna","Electrical Design",1,1
"Rahul Menon","Electrical Design",1,1
"Neha Joshi","Electrical Design",1,2
"Pooja Thakur","Electrical Design",1,1
"Aditi Pandey","Electrical Design",0,1
"Neha Kapoor","Electrical Design",2,2
"Ishaan Bansal","Electrical Design",2,2
"Kavya Pandey","Electrical Design",2,2
"Yash Iyer","Electrical Design",1,3
"Rahul Das","Electrical Design",1,2
"Ritika Sinha","Electrical Design",1,1
"Yash Ghosh","Electrical Design",2,2
"Siddharth Bansal","Electrical Design",1,2
"Ishaan Nair","Electrical Design",3,3
"Arjun Verma","Electrical Design",1,1
"Ritesh Mehta","Electrical Design",1,1
"Neha Sharma","Electrical Design",1,1
"Dev Joshi","Electrical Design",0,1
"Deepak Gupta","Electrical Design",1,1
"Ritesh Ghosh","Electrical Design",1,1
"Harsh Kapoor","Electrical Design",2,2
"Kunal Mehta","Electrical Design",2,2
"Arjun Gupta","Electrical Design",1,1
"Ananya Menon","Electrical Design",1,1
"Ananya Dubey","Electrical Design",1,1
"Om Joshi","Electrical Design",1,1
"Sai Agarwal","Electrical Design",1,1
"Pooja Joshi","Electrical Design",0,1
"Arjun Dubey","Electrical Design",1,1
"Ritesh Jain","Electrical Design",0,1
"Sai Choudhary","Electrical Design",1,1
"Aarav Jain","Electrical Design",1,1
"Neha Reddy","Electrical Design",1,2
"Dev Nair","Electrical Design",1,1
"Tanmay Pandey","Electrical Design",1,1
"Kavya Verma","Electrical Design",1,1
"Arjun Agarwal","Electrical Design",1,1
"Ananya Reddy","Electrical Design",1,1
"Rahul Choudhary","Electrical Design",0,1
"Priya Sinha","Electrical Design",1,1
"Sai Thakur","Electrical Design",1,1
"Ritika Reddy","Electrical Design",1,1
"Ananya Khanna","Electrical Design",0,1
"Pooja Kapoor","Electrical Design",1,1
"Siddharth Nair","Electrical Design",1,1
"Aman Patel","Electrical Design",1,1
"Aditi Choudhary","Electrical Design",0,1
"Aditi Dubey","Electrical Design",1,1
"Rahul Bansal","Electrical Design",0,1
"Tanmay Kapoor","Electrical Design",2,2
"Harsh Iyer","Electrical Design",2,2
"Aarav Sinha","Electrical Design",1,1
"Meera Dubey","Electrical Design",2,2
"Diya Ghosh","Electrical Design",0,1
"Pooja Khanna","Electrical Design",1,2
"Tanmay Sharma","Electrical Design",0,1
"Kunal Jain","Electrical Design",1,1
"Kunal Choudhary","Electrical Design",1,1
"Nikhil Jain","Electrical Design",1,1
"Pooja Mehta","Electrical Design",1,1
"Sai Jain","Electrical Design",1,1
"Krishna Ghosh","Electrical Design",1,1
"Ananya Agarwal","Electrical Design",0,1
"Meera Rao","Electrical Design",1,1
"Krishna Reddy","Electrical Design",2,2
"Tanmay Khanna","Electrical Design",0,1
"Kavya Dubey","Electrical Design",1,1
"Aman Kapoor","Electrical Design",1,1
"Kavya Reddy","Electrical Design",1,1
"Priya Mehta","Electrical Design",1,1
"Siddharth Sinha","Electrical Design",0,1
"Kavya Choudhary","Electrical Design",2,2
"Deepak Verma","Electrical Design",1,1
"Varun Menon","Electrical Design",1,1
"Harsh Jain","Electrical Design",1,1
"Nikhil Menon","Electrical Design",0,2
"Harsh Choudhary","Electrical Design",1,1
"Manav Patel","Electrical Design",1,1
"Aman Iyer","Electrical Design",1,1
"Ananya Mehta","Electrical Design",1,1
"Pooja Sinha","Electrical Design",2,2
"Kavya Gupta","Electrical Design",1,1
"Kunal Das","Electrical Design",1,1
"Krishna Verma","Electrical Design",1,1
"Priya Ghosh","Electrical Design",1,1
"Ritika Das","Electrical Design",0,1
"Deepak Mehta","Electrical Design",1,1
"Krishna Nair","Electrical Design",0,1
"Sneha Pandey","Electrical Design",1,1
"Dev Verma","Electrical Design",1,1
"Yash Kapoor","Electrical Design",0,1
"Ananya Nair","Electrical Design",1,1
"Pooja Gupta","Electrical Design",1,1
"Kavya Agarwal","Electrical Design",0,1
"Sneha Das","Electrical Design",0,1
"Dev Gupta","Electrical Design",0,1
"Sai Menon","Electrical Design",0,1
"Diya Agarwal","Electrical Design",1,1
"Dev Choudhary","Electrical Design",2,2
"Nikhil Reddy","Electrical Design",0,1
"Siddharth Mehta","Electrical Design",1,1
"Vivaan Pandey","Electrical Design",1,1
"Kunal Reddy","Electrical Design",0,1
"Diya Choudhary","Electrical Design",1,1
"Vivaan Menon","Enterprise Systems",1,1
"Kavya Agarwal","Enterprise Systems",1,1
"Yash Dubey","Enterprise Systems",1,1
"Priya Verma","Enterprise Systems",1,1
"Aman Ghosh","Enterprise Systems",1,1
"Arjun Nair","Enterprise Systems",2,2
"Manav Rao","Enterprise Systems",1,2
"Rohan Sinha","Enterprise Systems",1,1
"Ritika Agarwal","Enterprise Systems",1,1
"Nikhil Iyer","Enterprise Systems",1,1
"Manav Menon","Enterprise Systems",1,1
"Kavya Verma","Enterprise Systems",1,1
"Vivaan Jain","Enterprise Systems",0,1
